id,team,year,driver_id,total_races
2248,"Williams Honda",1986,543,16
2249,"Arrows BMW",1986,552,5
2250,"Brabham BMW",1986,550,4
2251,"Ligier Renault",1986,541,16
2252,Ferrari,1986,566,16
2253,"Tyrrell Renault",1986,590,16
2254,"Osella Alfa Romeo",1986,591,5
2255,Ferrari,1986,560,16
2256,"Osella Alfa Romeo",1986,567,14
2257,"Brabham BMW",1986,532,16
2258,"Minardi Motori Moderni",1986,561,15
2259,"Lola Hart",1986,502,2
2260,Zakspeed,1986,579,16
2261,"Minardi Motori Moderni",1986,597,15
2262,"Lola Ford",1986,502,14
2263,Zakspeed,1986,588,12
2264,"Lola Ford",1986,533,11
2265,"Brabham BMW",1986,570,10
2266,"Arrows BMW",1986,591,9
2267,"Lola Ford",1986,546,1
2268,"Osella Alfa Romeo",1986,598,8
2269,"Ligier Renault",1986,586,7
2270,"AGS Motori Moderni",1986,592,2
2271,"Osella Alfa Romeo",1986,599,1
2272,"Williams Honda",1987,558,14
2273,"McLaren TAG",1987,555,16
2274,"McLaren TAG",1987,560,16
2275,"Williams Honda",1987,543,15
2276,"Lotus Honda",1987,587,15
2277,"Lola Ford",1987,586,15
2278,"Tyrrell Ford",1987,590,15
2279,"Arrows Megatron",1987,546,16
2280,"Lotus Honda",1987,600,16
2281,"Arrows Megatron",1987,570,16
2282,Zakspeed,1987,593,16
2283,"March Ford",1987,592,15
2284,"Brabham BMW",1987,532,15
2285,"Minardi Motori Moderni",1987,601,15
2286,Ferrari,1987,566,16
2287,"Benetton Ford",1987,578,16
2288,Ferrari,1987,589,16
2289,"Tyrrell Ford",1987,579,16
2290,"Ligier Megatron",1987,541,14
2291,Zakspeed,1987,591,14
2292,"Minardi Motori Moderni",1987,597,16
2293,"Benetton Ford",1987,574,16
2294,"Brabham BMW",1987,561,16
2295,"Ligier Megatron",1987,567,14
2296,"AGS Ford",1987,602,11
2297,"Coloni Ford",1987,603,1
2298,"Osella Alfa Romeo",1987,599,13
2299,"Osella Alfa Romeo",1987,604,2
2300,"Lola Ford",1987,605,3
2301,"AGS Ford",1987,606,2
2302,"Osella Alfa Romeo",1987,607,1
2303,"Williams Honda",1987,532,1
2304,"Brabham BMW",1987,608,1
2305,"McLaren Honda",1988,555,16
2306,"Williams Judd",1988,558,14
2307,"Benetton Ford",1988,597,16
2308,"McLaren Honda",1988,587,16
2309,"Williams Judd",1988,532,16
2310,Ferrari,1988,589,16
2311,"March Judd",1988,609,15
2312,"Lotus Honda",1988,543,15
2313,"Benetton Ford",1988,578,16
2314,"Dallara Ford",1988,599,13
2315,"Lola Ford",1988,605,13
2316,"Minardi Ford",1988,610,13
2317,"Euro Brun Ford",1988,608,10
2318,"Lola Ford",1988,586,15
2319,"Ligier Judd",1988,560,10
2320,"Arrows Megatron",1988,546,16
2321,"March Judd",1988,592,15
2322,"Arrows Megatron",1988,570,16
2323,"Rial Ford",1988,561,15
2324,"AGS Ford",1988,590,15
2325,Ferrari,1988,566,15
2326,"Minardi Ford",1988,594,9
2327,"Lotus Honda",1988,600,14
2328,Osella,1988,603,10
2329,"Tyrrell Ford",1988,579,14
2330,"Williams Judd",1988,593,1
2331,Zakspeed,1988,611,6
2332,"Coloni Ford",1988,607,8
2333,Zakspeed,1988,567,8
2334,"Ligier Judd",1988,541,13
2335,"Minardi Ford",1988,601,2
2336,"Tyrrell Ford",1988,612,5
2337,"Euro Brun Ford",1988,613,7
2338,"Williams Judd",1988,614,1
2339,"Lola Ford",1988,615,1
2340,"McLaren Honda",1989,587,14
2341,Ferrari,1989,589,14
2342,"McLaren Honda",1989,555,15
2343,"Tyrrell Ford",1989,616,8
2344,"Williams Renault",1989,532,16
2345,"Lola Lamborghini",1989,586,14
2346,"Dallara Ford",1989,561,14
2347,"Lotus Judd",1989,543,15
2348,"Arrows Ford",1989,570,15
2349,"Tyrrell Ford",1989,579,15
2350,"Arrows Ford",1989,546,14
2351,"Benetton Ford",1989,617,9
2352,"Dallara Ford",1989,599,14
2353,"Brabham Judd",1989,593,14
2354,"March Judd",1989,609,15
2355,"Minardi Ford",1989,610,10
2356,"Williams Renault",1989,578,16
2357,"Ligier Ford",1989,618,11
2358,"Minardi Ford",1989,594,14
2359,"March Judd",1989,592,16
2360,"Onyx Ford",1989,619,2
2361,"Osella Ford",1989,567,3
2362,"Benetton Ford",1989,597,15
2363,"Brabham Judd",1989,608,14
2364,"Osella Ford",1989,603,7
2365,Ferrari,1989,558,13
2366,"Onyx Ford",1989,560,8
2367,"Onyx Ford",1989,620,5
2368,"Lola Lamborghini",1989,566,5
2369,"Ligier Ford",1989,541,9
2370,"Tyrrell Ford",1989,621,1
2371,"Benetton Ford",1989,621,5
2372,"Lotus Judd",1989,600,12
2373,"Tyrrell Ford",1989,566,4
2374,"Rial Ford",1989,591,4
2375,"Zakspeed Yamaha",1989,611,2
2376,"Lola Lamborghini",1989,622,2
2377,"Coloni Ford",1989,606,4
2378,"AGS Ford",1989,607,6
2379,"Coloni Ford",1989,623,1
2380,"Arrows Ford",1989,624,1
2381,Ferrari,1990,555,15
2382,Ferrari,1990,558,16
2383,"Benetton Ford",1990,597,14
2384,"Williams Renault",1990,578,16
2385,"Williams Renault",1990,532,16
2386,"Lola Lamborghini",1990,615,15
2387,"Ligier Ford",1990,603,16
2388,"Leyton House Judd",1990,609,11
2389,"AGS Ford",1990,605,5
2390,"Arrows Ford",1990,566,13
2391,"Lotus Lamborghini",1990,570,16
2392,"Leyton House Judd",1990,592,13
2393,"McLaren Honda",1990,589,16
2394,"McLaren Honda",1990,587,15
2395,"Benetton Ford",1990,543,15
2396,"Dallara Ford",1990,561,13
2397,"Osella Ford",1990,618,9
2398,"Minardi Ford",1990,594,14
2399,"Ligier Ford",1990,586,13
2400,"Lola Lamborghini",1990,622,16
2401,"Tyrrell Ford",1990,600,14
2402,"AGS Ford",1990,607,4
2403,"Brabham Judd",1990,608,14
2404,"Tyrrell Ford",1990,616,14
2405,"Arrows Ford",1990,599,11
2406,"Lotus Lamborghini",1990,624,12
2407,"Brabham Judd",1990,625,8
2408,"Dallara Ford",1990,617,11
2409,"Dallara Ford",1990,626,1
2410,"Minardi Ford",1990,627,7
2411,"Brabham Judd",1990,628,2
2412,"Onyx Ford",1990,628,5
2413,"Onyx Ford",1990,619,5
2414,"Benetton Ford",1990,606,2
2415,"Lotus Lamborghini",1990,621,2
2416,"Minardi Ford",1990,626,2
2417,"Arrows Ford",1990,611,1
2418,"Euro Brun Judd",1990,606,1
2419,"Williams Renault",1991,558,15
2420,Ferrari,1991,555,14
2421,"Williams Renault",1991,532,16
2422,Ferrari,1991,616,16
2423,"McLaren Honda",1991,587,16
2424,"Benetton Ford",1991,629,5
2425,"Leyton House Ilmor",1991,609,16
2426,"Dallara Judd",1991,619,16
2427,"Jordan Ford",1991,630,3
2428,"Brabham Yamaha",1991,593,14
2429,"Benetton Ford",1991,543,15
2430,"Fondmetal Ford",1991,607,2
2431,"Minardi Ferrari",1991,594,16
2432,"Minardi Ferrari",1991,626,15
2433,"Dallara Judd",1991,617,13
2434,"Tyrrell Honda",1991,608,16
2435,"Tyrrell Honda",1991,600,16
2436,"Brabham Yamaha",1991,631,14
2437,"Ligier Lamborghini",1991,632,13
2438,"McLaren Honda",1991,589,16
2439,"Footwork Porsche",1991,566,9
2440,"Jordan Ford",1991,561,15
2441,"Lotus Judd",1991,633,15
2442,"Leyton House Ilmor",1991,592,14
2443,"Benetton Ford",1991,606,11
2444,"Lotus Judd",1991,621,7
2445,"Fondmetal Ford",1991,618,4
2446,"Ligier Lamborghini",1991,578,15
2447,"Lola Ford",1991,622,12
2448,"Jordan Ford",1991,620,9
2449,"Lola Ford",1991,615,11
2450,"Lambo Lamborghini",1991,603,4
2451,"Jordan Ford",1991,606,2
2452,"AGS Ford",1991,607,2
2453,"Footwork Porsche",1991,599,2
2454,"Leyton House Ilmor",1991,634,2
2455,"Lotus Judd",1991,612,1
2456,"Lambo Lamborghini",1991,635,1
2457,"Footwork Porsche",1991,560,1
2458,Ferrari,1991,626,1
2459,"Minardi Ferrari",1991,606,1
2460,"Williams Renault",1992,558,16
2461,"Benetton Ford",1992,629,16
2462,Ferrari,1992,616,16
2463,"McLaren Honda",1992,589,15
2464,"Footwork Mugen Honda",1992,566,15
2465,"Dallara Ferrari",1992,594,13
2466,"Footwork Mugen Honda",1992,615,14
2467,"March Ilmor",1992,634,13
2468,"McLaren Honda",1992,587,15
2469,Ferrari,1992,592,13
2470,"Minardi Lamborghini",1992,636,10
2471,"March Ilmor",1992,637,5
2472,"Dallara Ferrari",1992,619,15
2473,"Fondmetal Ford",1992,607,11
2474,"Lotus Ford",1992,633,15
2475,"Ligier Renault",1992,632,14
2476,"Venturi Lamborghini",1992,620,15
2477,"Tyrrell Ilmor",1992,618,15
2478,"Minardi Lamborghini",1992,626,15
2479,"Jordan Yamaha",1992,609,14
2480,"Fondmetal Ford",1992,638,2
2481,"Williams Renault",1992,532,16
2482,"Lotus Ford",1992,621,15
2483,"Ligier Renault",1992,578,15
2484,"Benetton Ford",1992,593,16
2485,"Tyrrell Ilmor",1992,561,16
2486,"Fondmetal Ford",1992,635,2
2487,"March Ilmor",1992,639,5
2488,"Jordan Yamaha",1992,608,12
2489,"Venturi Lamborghini",1992,640,14
2490,"Brabham Judd",1992,641,2
2491,"Brabham Judd",1992,635,1
2492,"Moda Judd",1992,606,1
2493,Ferrari,1992,603,2
2494,"March Ilmor",1992,549,2
2495,"Minardi Lamborghini",1992,630,1
2496,"McLaren Ford",1993,587,16
2497,"Williams Renault",1993,641,16
2498,"Williams Renault",1993,555,16
2499,"Lotus Ford",1993,621,16
2500,"Benetton Ford",1993,532,15
2501,"Minardi Ford",1993,642,7
2502,"Minardi Ford",1993,636,14
2503,"Lotus Ford",1993,630,11
2504,"Larrousse Lamborghini",1993,632,14
2505,"Jordan Hart",1993,643,14
2506,"Lola Ferrari",1993,566,9
2507,"Footwork Mugen Honda",1993,570,15
2508,"Jordan Hart",1993,578,9
2509,"Tyrrell Yamaha",1993,561,14
2510,Ferrari,1993,616,16
2511,"Footwork Mugen Honda",1993,615,15
2512,"Larrousse Lamborghini",1993,586,14
2513,"Benetton Ford",1993,629,16
2514,"Ligier Renault",1993,631,15
2515,Ferrari,1993,589,15
2516,Sauber,1993,619,15
2517,"Tyrrell Yamaha",1993,640,16
2518,"Ligier Renault",1993,593,15
2519,"McLaren Ford",1993,644,10
2520,"Lola Ferrari",1993,645,12
2521,Sauber,1993,634,15
2522,"Minardi Ford",1993,594,8
2523,"Jordan Hart",1993,592,1
2524,"Lotus Ford",1993,646,3
2525,"McLaren Ford",1993,633,3
2526,"Jordan Hart",1993,639,1
2527,"Jordan Hart",1993,647,2
2528,"Larrousse Lamborghini",1993,648,2
2529,"Minardi Ford",1993,649,2
2530,"Benetton Ford",1994,629,12
2531,"Williams Renault",1994,641,16
2532,"McLaren Peugeot",1994,633,15
2533,"Jordan Hart",1994,647,13
2534,Ferrari,1994,589,16
2535,"Sauber Mercedes",1994,650,15
2536,"Tyrrell Yamaha",1994,640,16
2537,"Ligier Renault",1994,621,1
2538,"Ligier Renault",1994,651,15
2539,Ferrari,1994,616,14
2540,"Footwork Ford",1994,626,16
2541,"Jordan Hart",1994,643,15
2542,"Tyrrell Yamaha",1994,631,16
2543,"Minardi Ford",1994,566,16
2544,"Minardi Ford",1994,594,16
2545,"Lotus Mugen Honda",1994,630,10
2546,"Footwork Ford",1994,636,15
2547,"Lotus Mugen Honda",1994,622,1
2548,"Simtek Ford",1994,652,2
2549,"Williams Renault",1994,558,4
2550,"Simtek Ford",1994,625,16
2551,"Sauber Mercedes",1994,561,9
2552,"Larrousse Ford",1994,632,15
2553,"Benetton Ford",1994,653,10
2554,"Jordan Hart",1994,654,1
2555,"McLaren Peugeot",1994,593,16
2556,"Ligier Renault",1994,622,13
2557,"Benetton Ford",1994,619,5
2558,"Lotus Mugen Honda",1994,621,13
2559,"Williams Renault",1994,655,8
2560,"Pacific Ilmor",1994,620,5
2561,"Pacific Ilmor",1994,637,2
2562,"Larrousse Ford",1994,656,10
2563,"Simtek Ford",1994,649,7
2564,"Lotus Mugen Honda",1994,657,2
2565,"Larrousse Ford",1994,586,1
2566,"Sauber Mercedes",1994,634,3
2567,"Lotus Mugen Honda",1994,646,3
2568,"Williams Renault",1994,587,3
2569,"McLaren Peugeot",1994,586,1
2570,"Larrousse Ford",1994,605,2
2571,"Jordan Hart",1994,561,2
2572,"Lotus Mugen Honda",1994,658,2
2573,"Ligier Renault",1994,659,2
2574,"Benetton Ford",1994,621,2
2575,"Simtek Ford",1994,660,1
2576,"Larrousse Ford",1994,654,2
2577,"Sauber Mercedes",1994,619,2
2578,"Simtek Ford",1994,661,1
2579,"Jordan Hart",1994,615,1
2580,Ferrari,1994,603,2
2581,"Larrousse Ford",1994,662,1
2582,"Benetton Renault",1995,629,17
2583,Ferrari,1995,616,17
2584,"Williams Renault",1995,655,17
2585,"Jordan Peugeot",1995,643,17
2586,"Benetton Renault",1995,621,17
2587,"Jordan Peugeot",1995,647,17
2588,"Ligier Mugen Honda",1995,593,11
2589,"McLaren Mercedes",1995,633,14
2590,"Minardi Ford",1995,646,8
2591,"Tyrrell Yamaha",1995,658,17
2592,"Minardi Ford",1995,645,16
2593,"Footwork Hart",1995,663,6
2594,"Forti Ford",1995,664,17
2595,"Tyrrell Yamaha",1995,607,1
2596,"Pacific Ilmor",1995,662,2
2597,"Williams Renault",1995,641,17
2598,"Pacific Ilmor",1995,665,16
2599,"Sauber Ford",1995,666,11
2600,Ferrari,1995,589,17
2601,"Forti Ford",1995,606,16
2602,"Sauber Ford",1995,650,17
2603,"Ligier Mugen Honda",1995,651,17
2604,"McLaren Mercedes",1995,631,15
2605,"Footwork Hart",1995,660,17
2606,"Footwork Hart",1995,626,10
2607,"Simtek Ford",1995,653,5
2608,"Sauber Ford",1995,634,5
2609,"Minardi Ford",1995,594,9
2610,"Simtek Ford",1995,652,5
2611,"Tyrrell Yamaha",1995,640,15
2612,"Pacific Ilmor",1995,620,10
2613,"McLaren Mercedes",1995,558,2
2614,"Pacific Ilmor",1995,667,4
2615,"Ligier Mugen Honda",1995,615,5
2616,"McLaren Mercedes",1995,668,1
2617,"Williams Renault",1996,669,16
2618,Ferrari,1996,629,16
2619,"McLaren Mercedes",1996,655,16
2620,"Williams Renault",1996,641,16
2621,"Jordan Peugeot",1996,643,16
2622,"Jordan Peugeot",1996,593,16
2623,"Sauber Ford",1996,621,14
2624,"McLaren Mercedes",1996,633,16
2625,"Benetton Renault",1996,589,16
2626,"Ligier Mugen Honda",1996,664,16
2627,"Footwork Hart",1996,670,16
2628,"Minardi Ford",1996,646,16
2629,"Minardi Ford",1996,671,8
2630,"Sauber Ford",1996,650,16
2631,"Footwork Hart",1996,653,16
2632,"Ligier Mugen Honda",1996,651,16
2633,Ferrari,1996,647,16
2634,"Benetton Renault",1996,616,16
2635,"Tyrrell Yamaha",1996,658,15
2636,"Tyrrell Yamaha",1996,640,15
2637,"Forti Ford",1996,665,4
2638,"Minardi Ford",1996,672,2
2639,"Forti Ford",1996,645,6
2640,"Minardi Ford",1996,667,3
2641,"McLaren Mercedes",1997,633,16
2642,"McLaren Mercedes",1997,655,17
2643,"Williams Renault",1997,669,16
2644,"Benetton Renault",1997,589,14
2645,Ferrari,1997,647,17
2646,"Williams Renault",1997,650,17
2647,"Prost Mugen Honda",1997,651,10
2648,"Sauber Petronas",1997,621,17
2649,"Stewart Ford",1997,668,16
2650,"Prost Mugen Honda",1997,673,17
2651,"Jordan Peugeot",1997,671,17
2652,"Tyrrell Ford",1997,658,17
2653,"Benetton Renault",1997,616,17
2654,"Sauber Petronas",1997,674,4
2655,"Minardi Hart",1997,672,8
2656,"Tyrrell Ford",1997,653,17
2657,"Minardi Hart",1997,640,17
2658,Ferrari,1997,629,17
2659,"Arrows Yamaha",1997,641,17
2660,"Jordan Peugeot",1997,675,17
2661,"Stewart Ford",1997,643,17
2662,"Arrows Yamaha",1997,664,17
2663,"Sauber Petronas",1997,626,7
2664,"Minardi Hart",1997,676,7
2665,"Prost Mugen Honda",1997,676,7
2666,"Sauber Petronas",1997,603,5
2667,"Benetton Renault",1997,677,3
2668,"McLaren Mercedes",1998,633,16
2669,"McLaren Mercedes",1998,655,16
2670,Ferrari,1998,629,16
2671,"Benetton Playlife",1998,677,16
2672,"Stewart Ford",1998,643,15
2673,"Williams Mecachrome",1998,669,16
2674,"Sauber Petronas",1998,621,16
2675,"Williams Mecachrome",1998,650,16
2676,"Prost Peugeot",1998,676,16
2677,"Sauber Petronas",1998,616,16
2678,"Jordan Mugen Honda",1998,675,16
2679,"Stewart Ford",1998,668,7
2680,"Tyrrell Ford",1998,678,16
2681,"Minardi Ford",1998,673,16
2682,"Minardi Ford",1998,679,16
2683,"Prost Peugeot",1998,651,15
2684,"Jordan Mugen Honda",1998,641,15
2685,Ferrari,1998,647,16
2686,"Benetton Playlife",1998,671,16
2687,Arrows,1998,658,15
2688,Arrows,1998,664,16
2689,"Stewart Ford",1998,653,9
2690,"Tyrrell Ford",1998,670,10
2691,"Stewart Ford",1999,621,15
2692,"Prost Peugeot",1999,676,16
2693,"Stewart Ford",1999,643,15
2694,"Williams Supertec",1999,675,16
2695,"McLaren Mercedes",1999,633,16
2696,"Minardi Ford",1999,680,16
2697,Ferrari,1999,647,16
2698,"BAR Supertec",1999,681,12
2699,"Prost Peugeot",1999,651,16
2700,"BAR Supertec",1999,669,16
2701,"Minardi Ford",1999,645,15
2702,Arrows,1999,682,16
2703,"Benetton Playlife",1999,671,16
2704,Ferrari,1999,658,6
2705,Arrows,1999,678,15
2706,"McLaren Mercedes",1999,655,16
2707,"Sauber Petronas",1999,616,16
2708,"Jordan Mugen Honda",1999,650,16
2709,"Williams Supertec",1999,630,16
2710,"Jordan Mugen Honda",1999,641,16
2711,"Benetton Playlife",1999,677,16
2712,"Sauber Petronas",1999,664,16
2713,Ferrari,1999,629,9
2714,"BAR Supertec",1999,658,3
2715,"Minardi Ford",1999,683,1
2716,Ferrari,2000,629,17
2717,"McLaren Mercedes",2000,633,17
2718,"McLaren Mercedes",2000,655,16
2719,Ferrari,2000,643,17
2720,"Benetton Playlife",2000,671,17
2721,"Arrows Supertec",2000,682,16
2722,"Sauber Petronas",2000,664,16
2723,"Minardi Fondmetal",2000,684,17
2724,"Prost Peugeot",2000,616,17
2725,"Williams BMW",2000,685,17
2726,"Jaguar Cosworth",2000,621,17
2727,"Benetton Playlife",2000,677,17
2728,"BAR Honda",2000,681,17
2729,"Minardi Fondmetal",2000,680,17
2730,"BAR Honda",2000,669,17
2731,"Jaguar Cosworth",2000,647,16
2732,"Arrows Supertec",2000,653,17
2733,"Williams BMW",2000,675,17
2734,"Sauber Petronas",2000,658,15
2735,"Jordan Mugen Honda",2000,650,17
2736,"Jordan Mugen Honda",2000,676,17
2737,"Prost Peugeot",2000,686,16
2738,"Jaguar Cosworth",2000,687,1
2739,Ferrari,2001,629,17
2740,"Williams BMW",2001,688,17
2741,"McLaren Mercedes",2001,655,17
2742,"Williams BMW",2001,675,17
2743,Ferrari,2001,643,17
2744,"McLaren Mercedes",2001,633,17
2745,"Jaguar Cosworth",2001,647,16
2746,"Jaguar Cosworth",2001,682,13
2747,"BAR Honda",2001,669,17
2748,"Sauber Petronas",2001,689,16
2749,"Benetton Renault",2001,671,17
2750,"Prost Acer",2001,687,9
2751,"Benetton Renault",2001,685,17
2752,"Minardi European",2001,690,16
2753,"Prost Acer",2001,616,12
2754,"Arrows Asiatech",2001,653,17
2755,"Sauber Petronas",2001,686,16
2756,"Jordan Honda",2001,650,10
2757,"Jordan Honda",2001,676,16
2758,"Arrows Asiatech",2001,691,17
2759,"BAR Honda",2001,651,17
2760,"Minardi European",2001,672,13
2761,"Jordan Honda",2001,616,5
2762,"Prost Acer",2001,650,5
2763,"Prost Acer",2001,684,4
2764,"Jaguar Cosworth",2001,687,4
2765,"Prost Acer",2001,692,3
2766,"Minardi European",2001,693,3
2767,"Jordan Honda",2001,681,2
2768,Ferrari,2002,643,17
2769,Ferrari,2002,629,17
2770,"McLaren Mercedes",2002,689,17
2771,"Williams BMW",2002,675,17
2772,Renault,2002,685,17
2773,"Sauber Petronas",2002,694,16
2774,"Sauber Petronas",2002,686,17
2775,Renault,2002,676,17
2776,"BAR Honda",2002,651,17
2777,"Arrows Cosworth",2002,691,10
2778,"Jaguar Cosworth",2002,682,17
2779,"BAR Honda",2002,669,17
2780,"Arrows Cosworth",2002,650,10
2781,Toyota,2002,695,16
2782,"Minardi Asiatech",2002,696,16
2783,"Jordan Honda",2002,697,17
2784,Toyota,2002,658,17
2785,"Minardi Asiatech",2002,693,11
2786,"Jaguar Cosworth",2002,647,17
2787,"Williams BMW",2002,688,17
2788,"McLaren Mercedes",2002,655,17
2789,"Jordan Honda",2002,671,16
2790,"Minardi Asiatech",2002,698,2
2791,"Sauber Petronas",2002,650,1
2792,"Williams BMW",2003,675,15
2793,"Williams BMW",2003,688,16
2794,Ferrari,2003,643,16
2795,Renault,2003,690,16
2796,Ferrari,2003,629,16
2797,"Jaguar Cosworth",2003,696,16
2798,"BAR Honda",2003,685,15
2799,"Sauber Petronas",2003,686,16
2800,"Sauber Petronas",2003,650,16
2801,"Jaguar Cosworth",2003,699,11
2802,"Jordan Ford",2003,700,14
2803,"Jordan Ford",2003,671,16
2804,"Minardi Cosworth",2003,701,11
2805,"Minardi Cosworth",2003,653,16
2806,"McLaren Mercedes",2003,655,16
2807,Toyota,2003,702,16
2808,"BAR Honda",2003,669,15
2809,Renault,2003,676,16
2810,Toyota,2003,651,16
2811,"McLaren Mercedes",2003,689,16
2812,"Minardi Cosworth",2003,703,5
2813,"Jaguar Cosworth",2003,701,5
2814,"Jordan Ford",2003,704,2
2815,"Williams BMW",2003,680,1
2816,"BAR Honda",2003,697,1
2817,Ferrari,2004,629,18
2818,Ferrari,2004,643,18
2819,"BAR Honda",2004,685,18
2820,Renault,2004,676,15
2821,Renault,2004,690,18
2822,"Sauber Petronas",2004,671,18
2823,"Jaguar Cosworth",2004,696,18
2824,"Williams BMW",2004,688,16
2825,"Sauber Petronas",2004,694,18
2826,"Jordan Ford",2004,686,18
2827,Toyota,2004,651,16
2828,"Jaguar Cosworth",2004,705,18
2829,"Jordan Ford",2004,706,14
2830,"Minardi Cosworth",2004,707,18
2831,"Minardi Cosworth",2004,704,18
2832,"BAR Honda",2004,697,18
2833,"McLaren Mercedes",2004,655,18
2834,"McLaren Mercedes",2004,689,18
2835,"Williams BMW",2004,675,11
2836,Toyota,2004,702,11
2837,Toyota,2004,681,5
2838,"Williams BMW",2004,699,4
2839,Renault,2004,669,3
2840,Toyota,2004,676,2
2841,"Jordan Ford",2004,708,4
2842,"Williams BMW",2004,680,2
2843,Renault,2005,690,19
2844,"Williams BMW",2005,686,14
2845,Ferrari,2005,643,19
2846,"RBR Cosworth",2005,655,19
2847,Ferrari,2005,629,19
2848,Renault,2005,671,19
2849,"McLaren Mercedes",2005,688,16
2850,Toyota,2005,676,19
2851,"RBR Cosworth",2005,709,4
2852,"BAR Honda",2005,685,16
2853,"McLaren Mercedes",2005,689,19
2854,"BAR Honda",2005,697,14
2855,"Sauber Petronas",2005,669,19
2856,"Sauber Petronas",2005,694,19
2857,"Jordan Toyota",2005,710,19
2858,"Jordan Toyota",2005,711,19
2859,"Minardi Cosworth",2005,712,19
2860,"Minardi Cosworth",2005,713,11
2861,Toyota,2005,675,18
2862,"Williams BMW",2005,696,19
2863,"RBR Cosworth",2005,705,15
2864,"Minardi Cosworth",2005,714,8
2865,"Williams BMW",2005,699,5
2866,"BAR Honda",2005,698,1
2867,"McLaren Mercedes",2005,682,1
2868,"McLaren Mercedes",2005,677,1
2869,Toyota,2005,681,1
2870,Ferrari,2006,629,18
2871,Renault,2006,690,18
2872,Ferrari,2006,694,18
2873,"McLaren Mercedes",2006,689,18
2874,Honda,2006,643,18
2875,Renault,2006,671,18
2876,"Williams Cosworth",2006,715,18
2877,"Sauber BMW",2006,669,12
2878,Toyota,2006,676,18
2879,"Sauber BMW",2006,686,18
2880,"STR Cosworth",2006,716,18
2881,"MF1 Toyota",2006,710,17
2882,"MF1 Toyota",2006,712,17
2883,Toyota,2006,675,18
2884,"McLaren Mercedes",2006,688,10
2885,"Super Aguri Honda",2006,697,17
2886,"Super Aguri Honda",2006,717,7
2887,Honda,2006,685,18
2888,"RBR Ferrari",2006,705,15
2889,"Williams Cosworth",2006,696,18
2890,"RBR Ferrari",2006,655,18
2891,"STR Cosworth",2006,709,18
2892,"McLaren Mercedes",2006,682,8
2893,"Sauber BMW",2006,718,5
2894,"RBR Ferrari",2006,714,3
2895,"Super Aguri Honda",2006,719,7
2896,"Super Aguri Honda",2006,720,4
2897,"McLaren Mercedes",2007,690,17
2898,Ferrari,2007,694,16
2899,"Red Bull Renault",2007,696,17
2900,"Williams Toyota",2007,677,15
2901,"Red Bull Renault",2007,655,17
2902,"Sauber BMW",2007,686,17
2903,"Sauber BMW",2007,718,16
2904,Renault,2007,721,17
2905,"McLaren Mercedes",2007,722,17
2906,Renault,2007,671,16
2907,Honda,2007,643,17
2908,"Super Aguri Honda",2007,698,17
2909,Toyota,2007,676,17
2910,Ferrari,2007,689,17
2911,"Super Aguri Honda",2007,697,17
2912,Toyota,2007,675,17
2913,"Spyker Ferrari",2007,723,1
2914,Honda,2007,685,17
2915,"Spyker Ferrari",2007,724,17
2916,"Williams Toyota",2007,715,17
2917,"STR Ferrari",2007,716,10
2918,"STR Ferrari",2007,709,17
2919,"Spyker Ferrari",2007,712,9
2920,"Spyker Ferrari",2007,719,7
2921,"STR Ferrari",2007,725,7
2922,"Williams Toyota",2007,726,1
2923,"Sauber BMW",2007,725,1
2924,Ferrari,2008,694,18
2925,"McLaren Mercedes",2008,722,18
2926,"Sauber BMW",2008,718,18
2927,"McLaren Mercedes",2008,721,18
2928,Toyota,2008,676,18
2929,"STR Ferrari",2008,725,18
2930,Toyota,2008,708,18
2931,"Williams Toyota",2008,715,18
2932,"Sauber BMW",2008,686,18
2933,"STR Ferrari",2008,727,18
2934,Renault,2008,728,18
2935,"Red Bull Renault",2008,696,18
2936,Honda,2008,685,18
2937,"Force India Ferrari",2008,671,18
2938,"Williams Toyota",2008,726,18
2939,Honda,2008,643,17
2940,"Red Bull Renault",2008,655,18
2941,Ferrari,2008,689,18
2942,"Force India Ferrari",2008,724,18
2943,Renault,2008,690,18
2944,"Super Aguri Honda",2008,697,4
2945,"Super Aguri Honda",2008,698,4
2946,"Brawn Mercedes",2009,643,17
2947,"McLaren Mercedes",2009,722,17
2948,Ferrari,2009,689,17
2949,"McLaren Mercedes",2009,721,17
2950,"Williams Toyota",2009,715,17
2951,Renault,2009,690,17
2952,"Brawn Mercedes",2009,685,17
2953,"Sauber BMW",2009,718,17
2954,"RBR Renault",2009,696,17
2955,"Force India Mercedes",2009,724,17
2956,"Sauber BMW",2009,686,17
2957,"Force India Mercedes",2009,671,12
2958,Toyota,2009,676,17
2959,Toyota,2009,708,14
2960,Renault,2009,729,7
2961,"STR Ferrari",2009,730,8
2962,Ferrari,2009,645,2
2963,"Williams Toyota",2009,726,17
2964,"STR Ferrari",2009,731,17
2965,"RBR Renault",2009,725,17
2966,Ferrari,2009,694,9
2967,Renault,2009,728,10
2968,"STR Ferrari",2009,727,9
2969,Toyota,2009,732,2
2970,Ferrari,2009,671,5
2971,"Force India Mercedes",2009,709,5
2972,"RBR Renault",2010,725,19
2973,"McLaren Mercedes",2010,722,19
2974,"McLaren Mercedes",2010,685,19
2975,"Williams Cosworth",2010,643,19
2976,Renault,2010,718,19
2977,"Force India Mercedes",2010,724,19
